pct_lrc,pct_orc,alpha,V,E,removed_lrc,cutoff_lrc,removed_orc,cutoff_orc,ARI_MAIN,NMI_MAIN,ARI_ALL,NMI_ALL,time_lrc,time_orc,time_louvain,time_total,n_MAIN,n_ALL
20,10,0.5,400,6653,1850,0.07503224734841289,740,0.026370142122392127,0.07890409032603253,0.17981364789356874,0.07890409032603253,0.17981364789356874,0.05412991699995473,154.5183882919955,0.06898241597809829,154.64150062497356,400,400
20,10,0.75,400,6653,1850,0.07503224734841289,740,0.009817462405810629,0.10155669643594104,0.18268822755097028,0.10155669643594104,0.18268822755097028,0.04978916700929403,165.46934195799986,0.055648499983362854,165.57477962499252,400,400
20,15,0.0,400,6284,1850,0.07503224734841289,1109,0.999990314215776,0.19110968011881851,0.28696030003717976,0.19110968011881851,0.28696030003717976,0.05184479197487235,0.650412042014068,0.0906747079861816,0.792931541975122,400,400
20,15,0.25,400,6284,1850,0.07503224734841289,1109,0.04332421887624853,0.11322063172218878,0.1959916932797745,0.11322063172218878,0.1959916932797745,0.05037291700136848,113.09512600000016,0.09520329197403044,113.24070220897556,400,400
20,15,0.5,400,6284,1850,0.07503224734841289,1109,0.026544244903955305,0.1380969410237224,0.21334357482844915,0.1380969410237224,0.21334357482844915,0.051320541999302804,163.28133308299584,0.08908325000084005,163.421736874996,400,400
20,15,0.75,400,6284,1850,0.07503224734841289,1109,0.01028043690065208,0.08979821953060352,0.1939849528310367,0.08979821953060352,0.1939849528310367,0.05120395802077837,179.2041552499868,0.053546167007880285,179.30890537501546,400,400
20,20,0.0,400,5914,1850,0.07503224734841289,1479,0.9999904319030385,0.17477833847822202,0.25578851399532226,0.17477833847822202,0.25578851399532226,0.04794658301398158,0.7859265839797445,0.058976750005967915,0.892849916999694,400,400
20,20,0.25,400,5914,1850,0.07503224734841289,1479,0.043359974490874476,0.16812223324373263,0.24606367270626445,0.16812223324373263,0.24606367270626445,0.05357987500610761,121.12816200000816,0.07770687498850748,121.25944875000278,400,400
20,20,0.5,400,5914,1850,0.07503224734841289,1479,0.026677168177285472,0.18268348753722977,0.2672429553417743,0.18268348753722977,0.2672429553417743,0.0514337080239784,153.6931470829877,0.0812138750043232,153.825794666016,400,400
20,20,0.75,400,5914,1850,0.07503224734841289,1479,0.010648846910236797,0.1369680696618126,0.2314790183183592,0.1369680696618126,0.2314790183183592,0.05494895900483243,174.55811625000206,0.11687641599564813,174.72994162500254,400,400
20,25,0.0,400,5544,1850,0.07503224734841289,1849,0.9999905502582531,0.1392455502573061,0.2236187669524627,0.1392455502573061,0.2236187669524627,0.052295291010523215,0.759518124978058,0.06475904199760407,0.8765724579861853,400,400
20,25,0.25,400,5544,1850,0.07503224734841289,1849,0.0433885799099456,0.15294720498616968,0.253961250415341,0.15294720498616968,0.253961250415341,0.05394754101871513,118.82340837499942,0.0796841669944115,118.95704008301254,400,400
20,25,0.5,400,5544,1850,0.07503224734841289,1849,0.026781319880782473,0.1506552162159228,0.22592528273489743,0.1506552162159228,0.22592528273489743,0.05148320898297243,176.97153091599466,0.07051579200197011,177.0935299169796,400,400
20,25,0.75,400,5544,1850,0.07503224734841289,1849,0.010954979745934956,0.142795492196374,0.2210870586534334,0.142795492196374,0.2210870586534334,0.05319916698499583,185.39922041699174,0.05187404100433923,185.50429362498107,400,400
25,10,0.0,400,6237,2313,0.0825840139015334,693,0.9999897593728906,0.15934613848623883,0.27449171749355905,0.15934613848623883,0.27449171749355905,0.05535549999331124,0.7671442500140984,0.08024637500056997,0.9027461250079796,400,400
25,10,0.25,400,6237,2313,0.0825840139015334,693,0.020937979847723387,0.1489277896517657,0.23126263124473456,0.1489277896517657,0.23126263124473456,0.05223183298949152,117.40845829198952,0.12044408300425857,117.58113420798327,400,400
25,10,0.5,400,6237,2313,0.0825840139015334,693,0.011292453565787775,0.13923178487208906,0.23466106311247106,0.13923178487208906,0.23466106311247106,0.08034474999294616,143.62538516701898,0.10926970798755065,143.81499962499947,400,400
25,10,0.75,400,6237,2313,0.0825840139015334,693,0.0020752597852538137,0.06377941571047523,0.13932884966379844,0.06377941571047523,0.13932884966379844,0.04959862501709722,148.69277150000562,0.07647520798491314,148.81884533300763,400,400
25,15,0.0,400,5890,2313,0.0825840139015334,1040,0.999989961150653,0.16704013674725568,0.27763679961526455,0.16704013674725568,0.27763679961526455,0.05066829200950451,0.6373470409889705,0.054134792007971555,0.7421501250064466,400,400
25,15,0.25,400,5890,2313,0.0825840139015334,1040,0.021001677078781856,0.1539081624607953,0.23111715759655754,0.1539081624607953,0.23111715759655754,0.04996445798315108,109.53809112499584,0.085214167018421,109.67326974999742,400,400
25,15,0.5,400,5890,2313,0.0825840139015334,1040,0.011495351266598602,0.15116646454468888,0.23367512150898576,0.15116646454468888,0.23367512150898576,0.05318404201534577,146.67855704200338,0.0699980829958804,146.8017391670146,400,400
25,15,0.75,400,5890,2313,0.0825840139015334,1040,0.0026184472691126556,0.09927609706153953,0.20858710330686794,0.09927609706153953,0.20858710330686794,0.05112058299710043,149.34664541698294,0.053089458000613376,149.45085545798065,400,400
25,20,0.0,400,5544,2313,0.0825840139015334,1386,0.9999901148948706,0.14714633286351392,0.24724221460842483,0.14714633286351392,0.24724221460842483,0.05228316699503921,1.183420457993634,0.05313120799837634,1.2888348329870496,400,400
25,20,0.25,400,5544,2313,0.0825840139015334,1386,0.021051055634130546,0.15293763909168148,0.24509870942041134,0.15293763909168148,0.24509870942041134,0.051016250014072284,102.873289457988,0.07135841701528989,102.99566412501736,400,400
25,20,0.5,400,5544,2313,0.0825840139015334,1386,0.011649114365173597,0.14230914930229613,0.2322525569573192,0.14230914930229613,0.2322525569573192,0.05047474999446422,138.83152204201906,0.07288062499719672,138.95487741701072,400,400
25,20,0.75,400,5544,2313,0.0825840139015334,1386,0.003001003009133041,0.08254638534179815,0.1610470871811285,0.08254638534179815,0.1610470871811285,0.05057945800945163,152.65964891700423,0.055015207995893434,152.76524358300958,400,400
25,25,0.0,400,5197,2313,0.0825840139015334,1733,0.9999902529713084,0.10991095036926724,0.2068418161507152,0.10991095036926724,0.2068418161507152,0.06510316699859686,0.7636792499979492,0.061612125020474195,0.8903945420170203,400,400
25,25,0.25,400,5197,2313,0.0825840139015334,1733,0.021091598375345855,0.16413943068236617,0.2422037825564614,0.16413943068236617,0.2422037825564614,0.04984712498844601,74.79807808401529,0.04547170799924061,74.89339691700297,400,400
25,25,0.5,400,5197,2313,0.0825840139015334,1733,0.011789673048701765,0.15490083543252364,0.24383579548375536,0.15490083543252364,0.24383579548375536,0.04094858298776671,89.85245279199444,0.09699366599670611,89.99039504097891,400,400
25,25,0.75,400,5197,2313,0.0825840139015334,1733,0.003320775025406647,0.15434713867868255,0.23816653862974166,0.15434713867868255,0.23816653862974166,0.048839541006600484,88.07854250000673,0.04187595899566077,88.169258000009,400,400
30,10,0.0,400,5812,2785,0.08804509063256238,646,0.9999889783642524,0.059586461627598196,0.12519289538784487,0.059586461627598196,0.12519289538784487,0.04135162499733269,0.431778750004014,0.04065333300968632,0.513783708011033,400,400
30,10,0.25,400,5812,2785,0.08804509063256238,646,-0.0051315511697128,0.11326053554463458,0.2054134848516027,0.11326053554463458,0.2054134848516027,0.043564624997088686,54.090190042014,0.05441258300561458,54.188167250016704,400,400
30,10,0.5,400,5812,2785,0.08804509063256238,646,-0.006382310384072287,0.1069587072040053,0.2018936901767014,0.1069587072040053,0.2018936901767014,0.04215529200155288,72.75236154100276,0.04620408400660381,72.84072091701091,400,400
30,10,0.75,400,5812,2785,0.08804509063256238,646,-0.007151472026713601,0.04753812028346834,0.11723032900648024,0.04753812028346834,0.11723032900648024,0.044163874990772456,91.9838022920012,0.0492280829930678,92.07719424998504,400,400
30,15,0.0,400,5489,2785,0.08804509063256238,969,0.9999892465293947,0.14426282246837022,0.2379012391549093,0.14426282246837022,0.2379012391549093,0.06880570799694397,0.7707942920096684,0.052420124993659556,0.892020125000272,400,400
30,15,0.25,400,5489,2785,0.08804509063256238,969,-0.005026022897299009,0.12607183531312488,0.1934834230647294,0.12607183531312488,0.1934834230647294,0.05510791699634865,69.90813600001275,0.07088041698443703,70.03412433399353,400,400
30,15,0.5,400,5489,2785,0.08804509063256238,969,-0.006151524174670131,0.15055100377110617,0.23833150454129626,0.15055100377110617,0.23833150454129626,0.05394437498762272,96.04755379201379,0.06912391597870737,96.17062208298012,400,400
30,15,0.75,400,5489,2785,0.08804509063256238,969,-0.006544551146466826,0.09403241807586274,0.1875116019212123,0.09403241807586274,0.1875116019212123,0.048469417000887915,113.75831424997887,0.0725241250183899,113.87930779199814,400,400
30,20,0.0,400,5166,2785,0.08804509063256238,1292,0.9999894402157721,0.20001981640244015,0.2824847688713743,0.20001981640244015,0.2824847688713743,0.058388292003655806,0.72503108298406,0.05885462500737049,0.8422739999950863,400,400
30,20,0.25,400,5166,2785,0.08804509063256238,1292,-0.004960109503102217,0.1358194188648229,0.23739562381182294,0.1358194188648229,0.23739562381182294,0.05425737498444505,86.97073612501845,0.07256166599108838,87.09755516599398,400,400
30,20,0.5,400,5166,2785,0.08804509063256238,1292,-0.005955906354082741,0.15628411271425258,0.24201353052676317,0.15628411271425258,0.24201353052676317,0.05793341598473489,108.99321687500924,0.05670204199850559,109.10785233299248,400,400
30,20,0.75,400,5166,2785,0.08804509063256238,1292,-0.00611535730033621,0.10459274382427307,0.20169159388757105,0.10459274382427307,0.20169159388757105,0.04504616602207534,91.66555204198812,0.0450847499887459,91.75568295799894,400,400
30,25,0.0,400,4843,2785,0.08804509063256238,1615,0.999989611400482,0.18608663702697115,0.2753859189341759,0.18608663702697115,0.2753859189341759,0.045433999999659136,0.5093714999966323,0.061028166994219646,0.6158336669905111,400,400
30,25,0.25,400,4843,2785,0.08804509063256238,1615,-0.0049102775268966,0.11011863095117162,0.19856567287597235,0.11011863095117162,0.19856567287597235,0.046336083993082866,69.80489608302014,0.04319945798488334,69.8944316249981,400,400
30,25,0.5,400,4843,2785,0.08804509063256238,1615,-0.0058009557195142225,0.13618663831524486,0.2265031154103736,0.13618663831524486,0.2265031154103736,0.04508141599944793,89.09759279200807,0.053125749982427806,89.19579995798995,400,400
30,25,0.75,400,4843,2785,0.08804509063256238,1615,-0.005758843138264913,0.06571071245027879,0.13483972254621623,0.06571071245027879,0.13483972254621623,0.04272795800352469,94.55333454199717,0.045627125015016645,94.64168962501572,400,400
